"Mes","Año","Días funcionamiento","Clase","Región","Destino Turístico"," Total de Llegadas Chilenos"," Total de Pernoctaciones  Chilenos"," Total Llegadas Extranjeros"," Total Pernoctaciones Extranjeros","Total Llegadas","Total Pernoctación","Factor de Expansión"
"1","2017","31","Hotel","2","29","49","61","236","695","285","756","1"
"1","2017","31","Otros","4","21","136","342","12","20","148","362","1"
"1","2017","13","Hotel","7","27","3","9","0","0","3","9","4.1666666666667"
"1","2017","31","Otros","5","5","15","27","26","59","41","86","3.65625"
"1","2017","31","Otros","11","36","189","503","276","632","465","1135","5.1904761904762"
"1","2017","31","Otros","6","27","62","158","2","2","64","160","1"
"1","2017","31","Hotel","7","27","378","378","0","0","378","378","4.1666666666667"
"1","2017","31","Hotel","16","20","241","356","45","57","286","413","1"
"1","2017","31","Hotel","12","24","156","293","670","974","826","1267","3"
"1","2017","31","Hotel","9","26","83","123","43","47","126","170","1.5"
"1","2017","31","Hotel","7","17","291","764","242","1059","533","1823","10"
"1","2017","31","Hotel","9","37","183","279","21","91","204","370","3.4"
"1","2017","31","Hotel","5","5","352","495","288","350","640","845","2.1428571428571"
"1","2017","31","Otros","6","27","92","259","25","50","117","309","3.960088691796"
"1","2017","31","Hotel","9","37","69","105","21","50","90","155","3.4"
"1","2017","31","Otros","10","27","59","89","0","0","59","89","4.84"
"1","2017","31","Otros","8","3","249","599","18","31","267","630","10"
"1","2017","31","Otros","16","20","88","119","0","0","88","119","3.0769230769231"
"1","2017","31","Otros","9","22","132","301","0","0","132","301","7.6428571428571"
"1","2017","31","Otros","10","27","262","415","146","159","408","574","4.84"
"1","2017","31","Otros","10","23","147","209","13","41","160","250","7"
"1","2017","31","Otros","2","6","222","232","87","97","309","329","1"
"1","2017","31","Otros","5","5","95","154","50","131","145","285","4"
"1","2017","31","Otros","4","39","12","23","2","5","14","28","2.2222222222222"
"1","2017","31","Hotel","2","27","146","270","145","152","291","422","1"
"1","2017","31","Hotel","14","31","33","54","142","489","175","543","24"
"1","2017","31","Otros","12","35","8","13","94","159","102","172","2.6666666666667"
"1","2017","31","Otros","2","29","120","192","128","240","248","432","3.28"
"1","2017","31","Otros","8","3","790","2370","200","600","990","2970","10"
"1","2017","31","Hotel","7","27","58","170","0","0","58","170","1"
"1","2017","31","","13","14","28","50","0","0","28","50","1"
"1","2017","31","Hotel","6","10","288","319","91","97","379","416","6.6"
"1","2017","31","Hotel","8","34","174","247","184","316","358","563","2.5714285714286"
"1","2017","31","Hotel","9","22","58","86","0","0","58","86","2.5555555555556"
"1","2017","31","Hotel","2","6","95","331","276","804","371","1135","2.2"
"1","2017","31","Hotel","10","27","142","277","387","481","529","758","2.25"
"1","2017","31","Otros","14","27","318","458","0","0","318","458","11.833333333333"
"1","2017","31","Otros","6","12","119","233","0","0","119","233","1.8256578947368"
"1","2017","31","Hotel","6","27","184","187","0","0","184","187","3"
"1","2017","31","Hotel","5","5","51","113","44","119","95","232","2.1428571428571"
"1","2017","31","Hotel","5","5","102","207","57","105","159","312","2.1428571428571"
"1","2017","31","Hotel","13","27","225","225","0","0","225","225","4.2"
"1","2017","31","Hotel","2","27","151","285","0","0","151","285","3.6"
"1","2017","31","Hotel","8","3","65","65","75","75","140","140","4.1111111111111"
"1","2017","31","Otros","11","36","85","246","7","30","92","276","5.1904761904762"
"1","2017","31","Otros","9","30","542","1027","0","0","542","1027","2.3333333333333"
"1","2017","31","Otros","16","19","88","155","0","0","88","155","10.263157894737"
"1","2017","31","Hotel","14","31","41","83","343","1026","384","1109","17.4"
"1","2017","31","Hotel","2","1","335","386","7","10","342","396","6.4"
"1","2017","31","Hotel","16","40","588","1089","1243","2297","1831","3386","5.6666666666667"
"1","2017","31","Otros","7","17","145","374","169","1127","314","1501","17.166666666667"
"1","2017","31","Hotel","13","27","500","663","214","480","714","1143","2.75"
"1","2017","31","Hotel","14","31","128","145","196","334","324","479","24"
"1","2017","31","Otros","3","4","87","349","21","33","108","382","12.2"
"1","2017","31","Otros","8","34","208","318","426","627","634","945","5.75"
"1","2017","31","Hotel","9","22","215","333","20","55","235","388","2.5555555555556"
"1","2017","31","Hotel","4","21","235","301","61","86","296","387","3"
"1","2017","31","Hotel","6","27","171","245","0","0","171","245","3"
"1","2017","31","Hotel","12","35","118","224","182","258","300","482","1.7272727272727"
"1","2017","31","Hotel","2","29","24","71","140","277","164","348","2"
"1","2017","31","Otros","10","11","52","75","11","17","63","92","11.764705882353"
"1","2017","31","Hotel","6","10","187","198","15","15","202","213","6.6"
"1","2017","23","Hotel","13","14","39","103","10","50","49","153","2"
"1","2017","28","Otros","16","27","299","475","0","0","299","475","13.818181818182"
"1","2017","31","Otros","6","27","52","80","0","0","52","80","3.960088691796"
"1","2017","31","Hotel","16","40","87","175","733","1500","820","1675","5.6666666666667"
"1","2017","31","Otros","6","10","258","584","13","27","271","611","3.8518518518518"
"1","2017","31","Otros","10","23","56","222","8","16","64","238","7"
"1","2017","31","Hotel","6","28","281","326","72","80","353","406","1"
"1","2017","31","Otros","7","38","488","665","342","582","830","1247","2.75"
"1","2017","31","Hotel","6","12","154","265","20","26","174","291","5"
"1","2017","31","Hotel","13","27","391","651","18","24","409","675","4.2"
"1","2017","31","Otros","4","21","78","170","4","4","82","174","4.8333333333333"
"1","2017","31","Otros","13","14","100","155","0","0","100","155","1"
"1","2017","31","Hotel","16","27","85","165","12","12","97","177","5.8571428571429"
"1","2017","29","Hotel","5","5","40","81","84","202","124","283","2.1428571428571"
"1","2017","31","Otros","12","24","54","61","94","125","148","186","9.2"
"1","2017","31","Otros","15","16","100","183","84","102","184","285","9"
"1","2017","31","Hotel","8","27","194","194","53","53","247","247","4.5"
"1","2017","31","Hotel","9","22","42","50","0","0","42","50","2.5555555555556"
"1","2017","31","Hotel","10","11","123","229","93","195","216","424","5.6666666666667"
"1","2017","31","Hotel","8","3","142","296","153","347","295","643","4.1111111111111"
"1","2017","31","Hotel","6","10","588","1219","5","100","593","1319","6.6"
"1","2017","31","Otros","9","26","18","71","0","0","18","71","3.8888888888889"
"1","2017","31","Hotel","4","39","38","90","22","131","60","221","2.6"
"1","2017","31","Otros","6","27","20","27","0","0","20","27","3.960088691796"
"1","2017","31","Otros","6","12","80","124","0","0","80","124","1.8256578947368"
"1","2017","31","Hotel","6","27","54","112","0","0","54","112","3"
"1","2017","31","Otros","5","9","114","122","42","42","156","164","4.0454545454545"
"1","2017","31","Otros","5","9","96","152","84","137","180","289","1"
"1","2017","31","Hotel","2","27","137","177","8","39","145","216","3.6"
"1","2017","31","Hotel","2","29","16","32","170","604","186","636","1"
"1","2017","31","Hotel","4","13","63","173","9","11","72","184","5.4"
"1","2017","31","","11","15","14","280","0","0","14","280","1"
"1","2017","31","Hotel","6","10","399","503","39","66","438","569","6.6"
"1","2017","31","Otros","6","12","43","149","6","6","49","155","1.8256578947368"
"1","2017","31","Otros","10","18","48","194","38","95","86","289","10.25"
"1","2017","31","Otros","9","22","354","945","10","28","364","973","7.6428571428571"
"1","2017","31","Otros","7","27","185","1189","4","4","189","1193","1"
"1","2017","31","","14","27","244","488","0","0","244","488","1"
"1","2017","31","Hotel","16","27","59","324","4","4","63","328","5.8571428571429"
"1","2017","31","Otros","2","29","33","87","71","113","104","200","3.28"
"1","2017","31","Hotel","8","27","60","72","8","13","68","85","1"
"1","2017","31","Otros","13","33","63","72","0","0","63","72","5.125"
"1","2017","31","Hotel","9","22","31","67","3","9","34","76","1"
"1","2017","31","Otros","10","23","46","125","2","8","48","133","1"
"1","2017","31","Otros","13","33","15","17","8","16","23","33","5.125"
"1","2017","29","Otros","6","10","79","156","0","0","79","156","3.8518518518518"
"1","2017","31","Hotel","10","18","113","292","197","383","310","675","7.75"
"1","2017","31","Hotel","14","31","147","197","92","246","239","443","24"
"1","2017","31","Hotel","4","21","56","68","8","15","64","83","3"
"1","2017","31","Hotel","3","4","13","66","70","315","83","381","2.6"
"1","2017","31","Otros","8","27","251","420","17","55","268","475","1"
"1","2017","31","Otros","6","27","17","62","0","0","17","62","3.960088691796"
"1","2017","31","Hotel","6","25","440","515","0","0","440","515","1"
"1","2017","31","Otros","6","12","250","438","30","64","280","502","1.8256578947368"
"1","2017","31","Hotel","6","27","41","285","0","0","41","285","3"
"1","2017","31","Otros","6","27","39","78","0","0","39","78","3.960088691796"
"1","2017","31","Otros","6","10","117","290","0","0","117","290","3.8518518518518"
"1","2017","31","Otros","6","12","127","253","0","0","127","253","1.8256578947368"
"1","2017","31","Otros","5","5","34","45","17","36","51","81","3.65625"
"1","2017","31","Hotel","12","24","95","235","117","349","212","584","3"
"1","2017","31","Hotel","12","35","80","147","132","193","212","340","2"
"1","2017","31","Hotel","15","16","62","179","32","83","94","262","7.8"
"1","2017","31","Otros","4","13","120","155","27","27","147","182","3.4"
"1","2017","31","Hotel","2","29","140","494","162","547","302","1041","1"
"1","2017","31","Hotel","4","21","54","73","50","88","104","161","3"
"1","2017","31","Hotel","10","27","152","199","804","1057","956","1256","2.25"
"1","2017","31","Hotel","8","3","193","426","133","261","326","687","4.1111111111111"
"1","2017","31","Hotel","12","27","105","276","51","54","156","330","1"
"1","2017","31","Otros","5","5","195","454","48","124","243","578","3.65625"
"1","2017","31","Otros","13","14","52","59","0","0","52","59","7.3846153846154"
"1","2017","31","Otros","10","11","321","580","174","254","495","834","11.764705882353"
"1","2017","31","Otros","16","40","237","546","110","341","347","887","28.142857142857"
"1","2017","31","Hotel","11","36","375","821","156","175","531","996","1"
"1","2017","31","Otros","12","35","37","89","205","471","242","560","2.6666666666667"
"1","2017","31","Otros","8","34","90","126","182","233","272","359","5.75"
"1","2017","31","Hotel","7","17","119","176","56","168","175","344","10"
"1","2017","31","Otros","12","35","171","345","27","47","198","392","3.5"
"1","2017","31","Otros","5","9","31","37","5","6","36","43","4.0454545454545"
"1","2017","31","Hotel","9","22","100","158","4","14","104","172","2.5555555555556"
"1","2017","31","Otros","2","29","65","134","49","97","114","231","3.28"
"1","2017","31","Otros","2","29","71","161","54","124","125","285","3.28"
"1","2017","31","Otros","10","23","88","145","92","129","180","274","1"
"1","2017","31","Hotel","10","27","84","137","312","433","396","570","2.25"
"1","2017","31","Hotel","16","19","141","280","9","19","150","299","4"
"1","2017","31","Hotel","16","40","396","422","254","372","650","794","16.333333333333"
"1","2017","31","Hotel","8","27","281","335","86","112","367","447","4.5"
"1","2017","31","Otros","13","14","23","30","0","0","23","30","7.3846153846154"
"1","2017","31","Hotel","7","27","60","110","0","0","60","110","4.1666666666667"
"1","2017","31","Otros","2","6","1","1","0","0","1","1","5"
"1","2017","31","Hotel","7","17","164","683","171","1159","335","1842","10"
"1","2017","31","Hotel","3","4","96","193","56","112","152","305","2.6"
"1","2017","31","Otros","6","12","23","356","0","0","23","356","1.8256578947368"
"1","2017","31","Otros","6","10","39","39","0","0","39","39","3.8518518518518"
"1","2017","31","Hotel","16","40","16","36","28","84","44","120","16.333333333333"
"1","2017","31","Otros","4","39","64","105","18","25","82","130","2.2222222222222"
"1","2017","31","Otros","13","14","67","124","0","0","67","124","7.3846153846154"
"1","2017","31","Otros","7","38","172","294","63","108","235","402","2.75"
"1","2017","31","Hotel","11","32","60","107","0","0","60","107","1"
"1","2017","30","Otros","11","36","255","514","15","29","270","543","5.1904761904762"
"1","2017","15","Hotel","4","21","68","112","17","23","85","135","3"
"1","2017","31","Otros","3","4","16","31","14","15","30","46","12.2"
"1","2017","31","Otros","5","9","46","111","56","114","102","225","4.0454545454545"
"1","2017","31","Otros","16","19","18","34","0","0","18","34","4"
"1","2017","31","Hotel","8","27","85","133","9","42","94","175","4.5"
"1","2017","31","Otros","16","40","46","81","46","146","92","227","1"
"1","2017","31","","7","17","104","260","114","931","218","1191","1"
"1","2017","31","Otros","16","20","65","192","0","0","65","192","3.0769230769231"
"1","2017","31","Otros","4","21","34","95","23","97","57","192","4.8333333333333"
"1","2017","31","Otros","13","33","50","65","41","49","91","114","5.125"
"1","2017","31","","12","35","0","0","540","2009","540","2009","1"
"1","2017","31","Hotel","13","33","2","2","0","0","2","2","2"
"1","2017","31","Otros","4","39","18","22","2","3","20","25","2.2222222222222"
"1","2017","31","Otros","10","18","133","309","37","115","170","424","10.25"
"1","2017","31","Otros","6","27","95","131","5","5","100","136","3.960088691796"
"1","2017","31","Otros","12","35","19","35","326","562","345","597","2.6666666666667"
"1","2017","31","Hotel","4","39","60","189","0","0","60","189","2.6"
"1","2017","31","Otros","14","31","88","259","58","207","146","466","20.2"
"1","2017","31","Hotel","2","29","39","106","313","698","352","804","2"
"1","2017","31","Hotel","13","14","17","17","0","0","17","17","1"
"1","2017","31","Hotel","9","26","210","262","0","0","210","262","1.5"
"1","2017","31","Otros","8","2","54","248","28","60","82","308","1"
"1","2017","31","Otros","12","35","5","8","29","32","34","40","3.5"
"1","2017","31","Hotel","14","27","103","145","60","82","163","227","8.5"
"1","2017","31","Otros","11","36","260","709","77","245","337","954","5.1904761904762"
"1","2017","31","Otros","16","20","155","750","98","614","253","1364","3.0769230769231"
"1","2017","31","Otros","4","39","2","8","0","0","2","8","2.2222222222222"
"1","2017","31","Otros","7","27","288","433","6","10","294","443","4.8333333333333"
"1","2017","31","Otros","6","27","114","153","4","10","118","163","3.960088691796"
